MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
99944,,"George Pullman","Industrialist<br>1831-1897","Chicago Tribute",,,41.85802,-87.62069,"1729 South Prairie Avenue","Chicago","Near South Side","Cook County","Illinois","It can be reached from the intersection of South Prairie Avenue and East 18th Street. ",,https://www.hmdb.org/m.asp?m=99944,11/26/2016,1/30/2023
99945,,"Visionary","Jane Addams",,,,41.85722,-87.62167,"Chicago Women’s Park, 1827 South Indiana Avenue","Chicago","Near South Side","Cook County","Illinois","It can be reached from South Indiana Avenue. ",,https://www.hmdb.org/m.asp?m=99945,11/26/2016,1/30/2023
100606,,"John A. Logan",,,,,41.87061,-87.62345,,"Chicago","The Loop District","Cook County","Illinois","It can be reached from South Michigan Avenue. ",,https://www.hmdb.org/m.asp?m=100606,1/27/2017,1/30/2023
101264,,"Nicholaus Copernicus","Miko&#322;ai Kopernik -","1473-1543",1973,"the Copernicus Foundation and the Polish American Congress",41.86635,-87.60776,,"Chicago","Near South Side","Cook County","Illinois","It is on East Solidarity Drive. ",,https://www.hmdb.org/m.asp?m=101264,2/7/2017,1/30/2023
102576,,"The Morton Building / Hotel Blake",,,,,41.87497,-87.62936,"538 South Dearborn Street","Chicago","The Loop District","Cook County","Illinois","It can be reached from South Dearborn Street. ",,https://www.hmdb.org/m.asp?m=102576,4/11/2017,1/30/2023
106357,,"Tribune Tower","Chicago Landmark",,1989,"Commission on Chicago Landmarks, Richard M. Daley, Mayor",41.89043,-87.62387,"435 North Michigan Avenue","Chicago","Streeterville","Cook County","Illinois","It is on North Michigan Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=106357,8/6/2017,1/30/2023
110681,,"Logan Square • Palmer Square",,,,,41.92863,-87.70696,,"Chicago","Logan Square","Cook County","Illinois","It is at the intersection of North Milwaukee Avenue and West Logan Boulevard, on the left when traveling north on North Milwaukee Avenue. ",,https://www.hmdb.org/m.asp?m=110681,11/27/2017,1/30/2023
110682,,"The Chicago Public Library Cultural Center","Shepley, Rutan and Coolidge, architects","1897",,"Commission on Chicago Historical and Architectural Landmarks.",41.88336,-87.62493,"78 E Washington St","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of East Washington Street and North Michigan Avenue, on the left when traveling east on East Washington Street. ",,https://www.hmdb.org/m.asp?m=110682,11/27/2017,12/2/2024
110744,,"The Boulevard System",,,,,41.92863,-87.70696,,"Chicago","Logan Square","Cook County","Illinois","It is at the intersection of North Milwaukee Avenue and West Logan Boulevard, on the left when traveling north on North Milwaukee Avenue. ",,https://www.hmdb.org/m.asp?m=110744,11/28/2017,1/30/2023
114226,,"Milton L. Olive III Park",,,,,41.89470,-87.60990,"500 N. Lake Shore Drive","Chicago","Streeterville","Cook County","Illinois","It is on East Ohio Street. ",,https://www.hmdb.org/m.asp?m=114226,2/20/2018,1/30/2023
115976,,"Edison Park World War I Memorial",,,,"Citizens of Edison Park",42.00175,-87.81811,,"Chicago","Edison Park","Cook County","Illinois","It can be reached from the intersection of N Avondale Ave and North Oliphant Avenue. ",,https://www.hmdb.org/m.asp?m=115976,4/8/2018,1/30/2023
117477,,"Third Church Building","On This Corner",,,,41.88297,-87.63073,"77 West Washington","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of Washington and Clark Street, on the left when traveling west on Washington. ",,https://www.hmdb.org/m.asp?m=117477,5/18/2018,12/17/2024
117493,,"Washington Block","Frederick and Edward Baumann architects","1873-74",1997,"Commission on Chicago Landmarks",41.88310,-87.63390,"48 N Wells St","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North Wells Street and Washington on North Wells Street. ",,https://www.hmdb.org/m.asp?m=117493,5/22/2018,1/30/2023
117494,,"Augustus Garrett",,,,,41.88301,-87.63073,"77 West Washington Street","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of Washington Street and N. Clark Street, on the left when traveling west on Washington Street. ",,https://www.hmdb.org/m.asp?m=117494,5/22/2018,12/13/2024
120707,,"Stephen Arnold Douglas","1813-1861",,,,41.83134,-87.60850,"636 E 35th St","Chicago","Groveland Park","Cook County","Illinois","It is at the intersection of East 35th Street and South Lake Park Avenue, on the left when traveling east on East 35th Street. ",,https://www.hmdb.org/m.asp?m=120707,7/24/2018,4/9/2024
120727,,"Stephen A. Douglas: The Chicago Years",,,,,41.83145,-87.60840,"636 E 35th St","Chicago","Groveland Park","Cook County","Illinois","It can be reached from the intersection of East 35th Street and South Lake Park Avenue, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=120727,7/24/2018,4/28/2023
120728,,"Stephen A. Douglas Memorial","Leonard W. Volk, designer and sculptor 1881","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks",41.83170,-87.60821,"636 E 35th St","Chicago","Groveland Park","Cook County","Illinois","It can be reached from the intersection of East 35th Street and South Lake Park Avenue, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=120728,7/24/2018,4/28/2023
121834,,"Second Presbyterian Church","James Renwick, Architect, 1874; Rebuilt in 1900 by Howard Van Doren Shaw","Chicago Landmark",,"Commission on Chicago Historical and Architectural Landmarks",41.85577,-87.62407,"1936 South Michigan Avenue","Chicago","South Loop","Cook County","Illinois","It is at the intersection of South Michigan Avenue and East Cullerton Street, on the right when traveling south on South Michigan Avenue. ",,https://www.hmdb.org/m.asp?m=121834,8/15/2018,3/4/2025
122809,,"Maxwell Street","Evolution of a Neighborhood",,,"University Village Marketplace, University of Illinois",41.86485,-87.64616,,"Chicago","Little Italy","Cook County","Illinois","It is at the intersection of West Maxwell Street and Halsted, on the left when traveling east on West Maxwell Street. ",,https://www.hmdb.org/m.asp?m=122809,9/4/2018,1/30/2023
125027,,"Camp Douglas",,,2014,"The Camp Douglas Restoration Foundation, Alderman Robert Fioretti, Chicago Civil War Round Table, Salt Creek Civil War Round Table, Thornton Township Historical Society, and The Illinois State Historical Society.",41.83523,-87.61756,"3232 South Martin Luther King Drive","Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is at the intersection of South Martin Luther King Drive and East 32nd Street, on the right when traveling south on South Martin Luther King Drive. ",,https://www.hmdb.org/m.asp?m=125027,10/16/2018,1/30/2023
125028,,"The Norway Building",,,2018,"The Directorate of Cultural Heritage Norway and the Illinois State Historical Society",41.78997,-87.57955,"5700 South Lake Shore Drive","Chicago","Jackson Park","Cook County","Illinois","It is at the intersection of Science Drive and South Lake Shore Drive, on the right when traveling north on Science Drive. ",,https://www.hmdb.org/m.asp?m=125028,10/16/2018,1/30/2023
125614,,"Douglas Plaza","Site of Civil War Camp Douglas","1861-65",,,41.83531,-87.61765,"3232 South Martin Luther King Drive","Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is on South Martin Luther King Drive, 0.2 miles south of 32nd Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=125614,11/1/2018,1/30/2023
126809,,"The Spirit of the Fighting Yank",,,1958,"Harry A. Cooper",41.99769,-87.69829,"27120 W Devon Ave","Chicago","Little India","Cook County","Illinois","It is at the intersection of West Devon Avenue and North Fairfield Avenue, on the right when traveling west on West Devon Avenue. ",,https://www.hmdb.org/m.asp?m=126809,11/26/2018,1/30/2023
126812,,"Eternal Flame Memorial",,,,,41.88362,-87.62999,,"Chicago","The Loop District","Cook County","Illinois","It is on North Dearborn Street north of West Washington Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=126812,11/26/2018,1/30/2023
132002,,"Patterson-McCormick Mansion",,,,,41.90965,-87.62786,"20 E. Burton Place","Chicago","Gold Coast","Cook County","Illinois","It is on East Burton Place near Astor Street, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=132002,4/14/2019,1/30/2023
132021,,"Mary Bartelme, Illinois’ First Female Judge",,,2011,"Alderman Robert W. Fioretti, Chicago Park District, University of Illinois at Chicago and Hull House Museum, Women’s Bar Association of Illinois, Northwestern University Law School, Scott R. Maeself Family, Leslie Recht, West Loop Community Organization, and The Illinois State Historical Society",41.88034,-87.65055,,"Chicago","West Loop","Cook County","Illinois","It is at the intersection of West Monroe Street and South Sangamon Street, on the right when traveling east on West Monroe Street. ",,https://www.hmdb.org/m.asp?m=132021,4/13/2019,1/30/2023
132068,,"Wooden Alley",,,2001,"The Astor Street Chicago Landmark District",41.91017,-87.62875,,"Chicago","Gold Coast","Cook County","Illinois","It is at the intersection of Wooden Alley and N. State Parkway on Wooden Alley. ",,https://www.hmdb.org/m.asp?m=132068,4/13/2019,1/30/2023
133777,,"Charles R. Walgreen Sr.",,,2000,"Walgreen's",41.87997,-87.64706,"111 S Halsted St","Chicago","West Loop","Cook County","Illinois","It is on Halsted Street, 0 miles north of Adams Street, on the right. ",,https://www.hmdb.org/m.asp?m=133777,5/14/2019,1/30/2023
134414,,"Brooks Building","Chicago Landmark",,1997,"Commission on Chicago Landmarks Richard M. Daley, Mayor",41.87805,-87.63508,"233 W Jackson Blvd","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of U.S. 66 and South Franklin Street, on the right when traveling east on U.S. 66. ",,https://www.hmdb.org/m.asp?m=134414,5/29/2019,1/30/2023
134416,,"First Jewish House of Worship",,,1975,"K.A.M. Isaiah Israel Congregation",41.87836,-87.63030,"230 S Clark St","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of South Clark Street and West Jackson Blvd (U.S. 66), on the right when traveling north on South Clark Street. ",,https://www.hmdb.org/m.asp?m=134416,5/28/2019,1/30/2023
134433,,"The DePaul Center","a Cornerstone of Chicago",,1993,"DePaul University",41.87805,-87.62730,"1 E Jackson Blvd","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of East Jackson Blvd. (U.S. 66) and South State Street, on the right when traveling east on East Jackson Blvd.. ",,https://www.hmdb.org/m.asp?m=134433,5/28/2019,1/30/2023
134434,,"Marshall Field and Company Building","Chicago Landmark",,2005,"Commission on Chicago Landmarks",41.88385,-87.62767,"111 North State Street","Chicago","The Loop District","Cook County","Illinois","It is on North State Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=134434,5/29/2019,1/30/2023
134843,,"Bataan- Corregidor Memorial Bridge",,,1949,,41.88722,-87.62778,"229 N State Street","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North State Street and East Wacker Drive, on the right when traveling north on North State Street. ",,https://www.hmdb.org/m.asp?m=134843,6/5/2019,1/30/2023
134949,,"Viet Nam Memorial","Chicago Remembers",,2001,"Chicago Department of Transportation",41.88704,-87.62768,"227 N State St","Chicago","The Loop District","Cook County","Illinois","It can be reached from the intersection of North State Street and Wacker Drive, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=134949,6/7/2019,1/30/2023
134950,,"Chicago Remembers",,,2005,"City of Chicago Chicago Department of Transportation",41.88713,-87.62722,"330 Chicago Riverwalk","Chicago","The Loop District","Cook County","Illinois","It can be reached from Chicago Riverwalk. ",,https://www.hmdb.org/m.asp?m=134950,6/7/2019,4/18/2024
134955,,"Trail Blazer","Sleipner","First vessel direct from Europe destined for Chicago",1962,"The Norwegian- Americans of the Midwest",41.88797,-87.62821,"312 N State St","Chicago","River North","Cook County","Illinois","It is on North State Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=134955,6/7/2019,1/30/2023
136209,,"Juvenile Court of Cook County Building","Huehl + Schmid, Architects",,,,41.87150,-87.64728,"800 S Halsted St","Chicago","Little Italy","Cook County","Illinois","It can be reached from South Halsted Street south of West Polk Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=136209,7/5/2019,1/30/2023
136423,,"Trinity Slovak Lutheran Church",,,1968,,41.97400,-87.74941,"5106 N La Crosse Ave","Chicago","Forest Glen","Cook County","Illinois","It is at the intersection of North Elston Avenue and North La Crosse Avenue, on the right when traveling north on North Elston Avenue. ",,https://www.hmdb.org/m.asp?m=136423,7/9/2019,1/30/2023
155321,,"Monument of the Millennium","Wastewater System",,,,41.88790,-87.61278,,"Chicago","The Loop District","Cook County","Illinois","",,https://www.hmdb.org/m.asp?m=155321,8/28/2020,1/30/2023
155667,,"Waveland Clock Tower",,,,,41.95177,-87.64131,"3650 North Recreation Drive","Chicago","Lake View","Cook County","Illinois","It can be reached from North Recreation Drive near West Addison Drive, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=155667,9/5/2020,1/30/2023
166545,,"Eugene Williams Memorial","Dedicated to All the Victims of the Race Riot That Began Near This Place",,2009,"the students from York High School, Elmhurst, Illinois, and Chicago Park District.",41.84250,-87.60891,"1125 Fort Dearborn Dr","Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is on Fort Dearborn Drive just north of East 31st Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=166545,2/8/2021,11/2/2023
166845,,"Pizzeria Uno","Birthplace of the Original Deep Dish Pizza, 1943","Historic Landmark",,,41.89240,-87.62695,"26 E Ohio St","Chicago","River North","Cook County","Illinois","It is at the intersection of East Ohio Street and North Wabash Avenue on East Ohio Street. ",,https://www.hmdb.org/m.asp?m=166845,2/14/2021,3/27/2025
180342,,"Walgreens","1200 North Dearborn Street",,1984,,41.90403,-87.63010,"1200 North Dearborn Street","Chicago","Gold Coast","Cook County","Illinois","It is at the intersection of North Dearborn Street and West Division Street, on the left when traveling north on North Dearborn Street. ",,https://www.hmdb.org/m.asp?m=180342,8/25/2021,1/30/2023
180532,,"American Veterans for Equal Rights Military Memorial",,,,"American Veterans for Equal Rights",41.94749,-87.64962,"3600 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is at the intersection of North Halsted Street and West Addison Avenue, on the left when traveling north on North Halsted Street. ",,https://www.hmdb.org/m.asp?m=180532,8/29/2021,1/30/2023
180533,,"The Annoyance Theatre",,,,"The Annoyance Theatre and Bar",41.93985,-87.65144,"851 West Belmont Avenue","Chicago","Lake View East","Cook County","Illinois","It is on West Belmont Avenue west of North Clark Street, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=180533,8/29/2021,1/30/2023
180575,,"Lincoln's Nomination Site",,,1909,"Daughters of the American Revolution Chicago Chapter",41.88560,-87.63686,,"Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North Wacker Drive and West Lake Street, in the median on North Wacker Drive. ",,https://www.hmdb.org/m.asp?m=180575,8/29/2021,1/30/2023
180591,,"""Barmaids Ordinance""",,,,"Division Street Entertainment District",41.90401,-87.62945,"16 West Division Street","Chicago","Gold Coast","Cook County","Illinois","It is on West Division Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=180591,8/29/2021,1/30/2023
180595,,"Mahlon D. Ogden Residence",,,1929,"Daughters of the American Revolution Henry Dearborn Chapter",41.89992,-87.63061,"60 West Walton Street","Chicago","Rush & Division","Cook County","Illinois","It is on West Walton Street west of North Dearborn Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=180595,8/29/2021,1/30/2023
180598,,"Freddie Mercury","The Legacy Walk",,2020,"The Legacy Project",41.94130,-87.64940,"3246 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street south of Aldine, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=180598,8/29/2021,1/30/2023
180602,,"Sylvester","The Legacy Walk",,2020,"The Legacy Project",41.94132,-87.64942,"3246 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=180602,8/29/2021,1/30/2023
180615,,"Nat ""King"" Cole","Chicago Tribute",,2002,"Chicago Tribune, Chicago Department of Cultural Affairs",41.82069,-87.61321,"4023 South Vincennes Avenue","Chicago","Grand Boulevard (Bronzeville)","Cook County","Illinois","It is on South Vincennes Avenue north of East 41st Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=180615,8/29/2021,6/26/2023
180693,,"Overton Hygienic Building","Chicago Landmark",,,,41.82898,-87.62631,"3619-27 South State Street","Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is on South State Street south of East 35th Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=180693,8/30/2021,1/30/2023
180696,,"Richard Wright","Chicago Tribute",,,"Chicago Tribune, Chicago Department of Cultural Affairs",41.82617,-87.62154,"3743 South Indiana Avenue","Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is on South Indiana Avenue south of East 37th Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=180696,8/30/2021,1/30/2023
180700,,"Cole Porter","The Legacy Walk",,2014,"The Legacy Project",41.94236,-87.64924,"3311 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=180700,8/31/2021,1/30/2023
180703,,"Former Chicago Historical Society Building","Chicago Landmark",,,"Commission on Chicago Landmarks",41.89348,-87.62985,"632 North Dearborn Street","Chicago","River North","Cook County","Illinois","It is at the intersection of North Dearborn Street and West Ontario Street, on the right when traveling south on North Dearborn Street. ",,https://www.hmdb.org/m.asp?m=180703,8/31/2021,1/30/2023
180726,,"Bryan Lathrop House","Chicago Landmark",,,"Commission on Chicago Historical and Architectural Landmarks",41.90178,-87.62505,"120 East Bellevue Place","Chicago","Gold Coast","Cook County","Illinois","It is on East Bellevue Place east of North State Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=180726,8/31/2021,1/30/2023
180732,,"North Chicago Hospital Building","Chicago Landmark",,,"Commission on Chicago Landmarks",41.92924,-87.64250,"2551 North Clark Street","Chicago","Lincoln Park","Cook County","Illinois","It is on North Clark Street south of West Wrightwood Avenue, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=180732,8/31/2021,1/30/2023
180735,,"The Honorable Harold Washington",,,,,41.80927,-87.61619,"4701 South Martin Luther King Drive","Chicago","Grand Boulevard (Bronzeville)","Cook County","Illinois","It is at the intersection of South Martin Luther King Drive and East 47th Street, on the right when traveling north on South Martin Luther King Drive. ",,https://www.hmdb.org/m.asp?m=180735,8/31/2021,6/26/2023
180738,,"Pyotr Ilyich Tchaikovsky","The Legacy Walk",,2018,"The Legacy Walk",41.94237,-87.64925,"3311 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=180738,8/31/2021,1/30/2023
180744,,"227 East Walton Place Apartment Building","Chicago Landmark",,,,41.89996,-87.62077,"227 East Walton Place","Chicago","Streeterville","Cook County","Illinois","It is on East Walton Place, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=180744,8/31/2021,1/30/2023
180871,,"Dr. Sally K. Ride","The Legacy Walk",,2014,"The Legacy Project",41.94235,-87.64941,"3314 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=180871,9/2/2021,4/29/2024
180888,,"Bessie Coleman","Chicago Tribute",,1999,"Chicago Tribune, Chicago Department of Cultural Affairs",41.81991,-87.61652,,"Chicago","Grand Boulevard (Bronzeville)","Cook County","Illinois","It is at the intersection of South Martin Luther King Jr Drive and East 41st Street, on the right when traveling north on South Martin Luther King Jr Drive. ",,https://www.hmdb.org/m.asp?m=180888,9/2/2021,6/26/2023
180890,,"Allerton Hotel","Chicago Landmark",,,"Commission on Chicago Landmarks",41.89505,-87.62384,"701 North Michigan Avenue","Chicago","Streeterville","Cook County","Illinois","It is at the intersection of East Huron Avenue and North Michigan Avenue, on the left when traveling east on East Huron Avenue. ",,https://www.hmdb.org/m.asp?m=180890,9/2/2021,1/30/2023
180902,,"Tree Studios","Chicago Landmark",,,"Commission on Chicago Landmarks",41.89256,-87.62779,"4 East Ohio Street","Chicago","River North","Cook County","Illinois","It is on East Ohio Street, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=180902,9/2/2021,1/30/2023
180903,,"(Former) Cosmopolitan State Bank","Chicago Landmark",,,"Commission on Chicago Landmarks",41.89683,-87.63111,"801 North Clark Street","Chicago","Rush & Division","Cook County","Illinois","It is at the intersection of North Clark Street and West Chicago Avenue, on the right when traveling north on North Clark Street. ",,https://www.hmdb.org/m.asp?m=180903,9/2/2021,1/30/2023
180921,,"Bayard Rustin","The Legacy Walk",,2012,"The Legacy Project",41.94233,-87.64942,"3314 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=180921,9/3/2021,1/30/2023
180925,,"McCormick Double House","Chicago Landmark",,,"Commission on Chicago Landmarks",41.89421,-87.62567,"660 North Rush Street","Chicago","River North","Cook County","Illinois","It is at the intersection of East Erie Street and North Rush Street, on the left when traveling east on East Erie Street. ",,https://www.hmdb.org/m.asp?m=180925,9/3/2021,1/30/2023
180936,,"Louis ""Satchmo"" Armstrong","Chicago Tribute",,1998,"Chicago Tribune, Chicago Department of Cultural Affairs",41.81472,-87.61562,"421 East 44th Street","Chicago","Grand Boulevard (Bronzeville)","Cook County","Illinois","It is on East 44th Street east of South Martin Luther King Jr Drive, on the right when traveling east. ",,https://www.hmdb.org/m.asp?m=180936,9/3/2021,6/26/2023
180950,,"Harris and Selwyn Theaters","Chicago Landmark",,,"Commission on Chicago Landmarks",41.88539,-87.62968,"170 North Dearborn Street","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North Dearborn Street and East Lake Street, on the left when traveling north on North Dearborn Street. ",,https://www.hmdb.org/m.asp?m=180950,9/3/2021,1/30/2023
181011,,"Audre Lorde","The Legacy Walk",,2014,"The Legacy Project",41.94946,-87.64948,"3707 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=181011,9/4/2021,1/30/2023
181012,,"Ruth Page","Chicago Tribute",,2002,"Chicago Tribune, Chicago Department of Cultural Affairs",41.89202,-87.62438,"540 North Michigan Avenue","Chicago","River North","Cook County","Illinois","It is on North Michigan Avenue south of East Ohio Street, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=181012,9/4/2021,1/30/2023
181014,,"Robert S. Abbott","Chicago Tribute",,,,41.80797,-87.61692,"4742 South King Drive","Chicago","Grand Boulevard (Bronzeville)","Cook County","Illinois","It is on South King Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=181014,9/4/2021,6/26/2023
181022,,"Oscar Wilde","The Legacy Walk",,,"The Legacy Project",41.94948,-87.64948,"3707 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street north of West Waveland Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=181022,9/5/2021,1/30/2023
181024,,"Chicago's First Movable Bridge",,,,,41.88796,-87.62940,,"Chicago","River North","Cook County","Illinois","It is on North Dearborn Street, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=181024,9/5/2021,1/30/2023
181092,,"Josephine Baker","The Legacy Walk",,2015,"The Legacy Project",41.94946,-87.64967,"3704 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=181092,9/5/2021,1/30/2023
181271,,"Oscar DePriest","Chicago Tribute",,,"Chicago Tribune, Chicago Department of Cultural Affairs",41.81189,-87.61701,"4536 South King Drive","Chicago","Grand Boulevard (Bronzeville)","Cook County","Illinois","It is on South King Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=181271,9/7/2021,6/26/2023
181282,,"Lake-Franklin Group","Chicago Landmark",,,"Commission on Chicago Landmarks",41.88558,-87.63529,,"Chicago","The Loop District","Cook County","Illinois","It is at the intersection of North Franklin Street and West Lake Avenue, on the right when traveling north on North Franklin Street. ",,https://www.hmdb.org/m.asp?m=181282,9/7/2021,1/30/2023
181284,,"James Baldwin","The Legacy Walk",,,"The Legacy Project",41.94946,-87.64966,"3704 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=181284,9/7/2021,12/8/2024
181315,,"The Christmas Tree Ship",,,2012,"St. Pauls United Church of Christ",41.88706,-87.63120,,"Chicago","The Loop District","Cook County","Illinois","It is at the intersection of West Wacker Drive and North Clark Street, on the right when traveling west on West Wacker Drive. ",,https://www.hmdb.org/m.asp?m=181315,9/7/2021,1/30/2023
181340,,"Marsha P. Johnson","The Legacy Walk",,2018,"The Legacy Project",41.94865,-87.64963,"3656 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street south of Waveland Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=181340,9/8/2021,4/18/2025
181344,,"Sylvia Rivera",,,2016,"The Legacy Project",41.94865,-87.64963,"3656 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street south of Waveland Avenue, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=181344,9/8/2021,7/1/2024
181366,,"The Marx Brothers","Chicago Tribute",,1998,"Chicago Tribune, Chicago Department of Cultural Affairs",41.81252,-87.61707,"4512 South King Drive","Chicago","Grand Boulevard (Bronzeville)","Cook County","Illinois","It is on South King Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=181366,9/8/2021,6/26/2023
181518,,"Dra. Antonia Pantoja","The Legacy Walk",,2012,"The Legacy Project",41.94866,-87.64945,"3641 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street south of Waveland Avenue, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=181518,9/10/2021,7/2/2025
181521,,"Ludwig Mies van der Rohe","Chicago Tribute",,1998,"Chicago Tribune, Chicago Department of Cultural Affairs",41.89767,-87.62161,"200 East Pearson","Chicago","Streeterville","Cook County","Illinois","It is on East Pearson, on the left when traveling east. ",,https://www.hmdb.org/m.asp?m=181521,9/11/2021,1/30/2023
181523,,"David Kato Kisule","The Legacy Walk",,2014,"The Legacy Project",41.94793,-87.64962,"3600 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=181523,9/11/2021,1/30/2023
181570,,"Trustees System Service Building","Chicago Landmark",,,"Commission on Chicago Landmarks",41.88586,-87.63359,"201 North Wells Street","Chicago","The Loop District","Cook County","Illinois","It is at the intersection of West Lake Street and North Wells Street, on the right when traveling west on West Lake Street. ",,https://www.hmdb.org/m.asp?m=181570,9/11/2021,1/30/2023
181578,,"Jane Addams","The Legacy Walk",,,"The Legacy Project",41.94792,-87.64962,"3600 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=181578,9/11/2021,1/30/2023
181804,,"Ida B. Wells-Barnett","Chicago Tribute",,1997,"Chicago Tribune, Chicago Department of Cultural Affairs",41.82859,-87.61743,"3624 South Martin Luther King Drive","Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is on South Martin Luther King Drive, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=181804,9/13/2021,1/30/2023
181805,,"The Ida B. Wells Homes",,,2019,,41.82741,-87.61672,,"Chicago","Douglas (Bronzeville)","Cook County","Illinois","It is at the intersection of East 37th Street and South King Drive, on the right when traveling east on East 37th Street. ",,https://www.hmdb.org/m.asp?m=181805,9/13/2021,1/4/2025
181847,,"Lorraine Hansberry","The Legacy Walk",,2013,"The Legacy Project",41.94792,-87.64943,"3607 North Halsted Street","Chicago","Lake View East","Cook County","Illinois","It is on North Halsted Street north of West Addison Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=181847,9/14/2021,1/6/2024
